folder,target,fault_type,num,anomaly_score_new,anomaly_nodes
,,,,,
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
,,,,,
4,shipping,front-end_orders,4,"[('payment', 0.37547521284990226), ('orders', 0.33758170571445345), ('carts', 0.0), ('shipping', 0.0)]","{'orders', 'payment'}"
,,,,,
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
,,,,,
4,user,orders_payment,10,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
,,,,,
4,carts,orders_payment,10,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
,,,,,
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
,,,,,
4,shipping,orders_payment,4,"[('payment', 0.37547521284990226), ('orders', 0.33758170571445345), ('carts', 0.0), ('shipping', 0.0)]","{'orders', 'payment'}"
,,,,,
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
,,,,,
4,user,orders_shipping,10,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
,,,,,
4,carts,orders_shipping,10,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
,,,,,
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
,,,,,
4,shipping,orders_shipping,4,"[('payment', 0.37547521284990226), ('orders', 0.33758170571445345), ('carts', 0.0), ('shipping', 0.0)]","{'orders', 'payment'}"
,,,,,
5,orders,orders_carts,2,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,user,orders_carts,4,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922), ('carts', -0.0169258593630935), ('user', -0.0175619518743785)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,carts,orders_carts,3,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922), ('carts', -0.0169258593630935)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,payment,orders_carts,5,"[('orders', 0.2547250541165871), ('shipping', 0.1145397095914224), ('user', 0.07881136162636765), ('carts', 0.07000300731631205), ('payment', 0.0641327795308037)]","{'shipping', 'carts', 'orders', 'user', 'catalogue', 'payment'}"
,,,,,
5,shipping,orders_carts,2,"[('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'shipping', 'carts', 'orders', 'user', 'catalogue', 'payment'}"
,,,,,
5,orders,front-end_orders,2,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,user,front-end_orders,4,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922), ('carts', -0.0169258593630935), ('user', -0.0175619518743785)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,carts,front-end_orders,3,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922), ('carts', -0.0169258593630935)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,payment,front-end_orders,5,"[('orders', 0.2547250541165871), ('shipping', 0.1145397095914224), ('user', 0.07881136162636765), ('carts', 0.07000300731631205), ('payment', 0.0641327795308037)]","{'shipping', 'carts', 'orders', 'user', 'catalogue', 'payment'}"
,,,,,
5,shipping,front-end_orders,2,"[('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'shipping', 'carts', 'orders', 'user', 'catalogue', 'payment'}"
,,,,,
5,orders,orders_payment,2,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,user,orders_payment,4,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922), ('carts', -0.0169258593630935), ('user', -0.0175619518743785)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,carts,orders_payment,3,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922), ('carts', -0.0169258593630935)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,payment,orders_payment,5,"[('orders', 0.2547250541165871), ('shipping', 0.1145397095914224), ('user', 0.07881136162636765), ('carts', 0.07000300731631205), ('payment', 0.0641327795308037)]","{'shipping', 'carts', 'orders', 'user', 'catalogue', 'payment'}"
,,,,,
5,shipping,orders_payment,2,"[('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'shipping', 'carts', 'orders', 'user', 'catalogue', 'payment'}"
,,,,,
5,orders,orders_shipping,2,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,user,orders_shipping,4,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922), ('carts', -0.0169258593630935), ('user', -0.0175619518743785)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,carts,orders_shipping,3,"[('payment', 0.26580259006037954), ('orders', 0.026633046989323922), ('carts', -0.0169258593630935)]","{'carts', 'payment', 'catalogue', 'user'}"
,,,,,
5,payment,orders_shipping,5,"[('orders', 0.2547250541165871), ('shipping', 0.1145397095914224), ('user', 0.07881136162636765), ('carts', 0.07000300731631205), ('payment', 0.0641327795308037)]","{'shipping', 'carts', 'orders', 'user', 'catalogue', 'payment'}"
,,,,,
5,shipping,orders_shipping,2,"[('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'shipping', 'carts', 'orders', 'user', 'catalogue', 'payment'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'payment', 'user', 'carts', 'shipping', 'orders', 'catalogue'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'payment', 'user', 'carts', 'shipping', 'orders', 'catalogue'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'payment', 'user', 'carts', 'shipping', 'orders', 'catalogue'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'payment', 'user', 'carts', 'shipping', 'orders', 'catalogue'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,orders_carts,3,"[('front-end', 0.34317858828090175), ('orders', 0.25472505411658697), ('shipping', 0.1145397095914224)]","{'payment', 'user', 'carts', 'shipping', 'orders', 'catalogue'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,front-end_orders,3,"[('front-end', 0.34317858828090175), ('orders', 0.25472505411658697), ('shipping', 0.1145397095914224)]","{'payment', 'user', 'carts', 'shipping', 'orders', 'catalogue'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,orders_payment,3,"[('front-end', 0.34317858828090175), ('orders', 0.25472505411658697), ('shipping', 0.1145397095914224)]","{'payment', 'user', 'carts', 'shipping', 'orders', 'catalogue'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,orders_shipping,3,"[('front-end', 0.34317858828090175), ('orders', 0.25472505411658697), ('shipping', 0.1145397095914224)]","{'payment', 'user', 'carts', 'shipping', 'orders', 'catalogue'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'orders', 'user', 'payment', 'shipping', 'catalogue'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'orders', 'user', 'payment', 'shipping', 'catalogue'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'orders', 'user', 'payment', 'shipping', 'catalogue'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'orders', 'user', 'payment', 'shipping', 'catalogue'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.3092240561736277)]","{'user', 'payment', 'carts', 'catalogue'}"
5,shipping,orders_carts,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'carts', 'orders', 'user', 'payment', 'shipping', 'catalogue'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.3092240561736277)]","{'user', 'payment', 'carts', 'catalogue'}"
5,shipping,front-end_orders,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'carts', 'orders', 'user', 'payment', 'shipping', 'catalogue'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.3092240561736277)]","{'user', 'payment', 'carts', 'catalogue'}"
5,shipping,orders_payment,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'carts', 'orders', 'user', 'payment', 'shipping', 'catalogue'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.3092240561736277)]","{'user', 'payment', 'carts', 'catalogue'}"
5,shipping,orders_shipping,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'carts', 'orders', 'user', 'payment', 'shipping', 'catalogue'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'user', 'carts', 'payment', 'catalogue', 'shipping', 'orders'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'user', 'carts', 'payment', 'catalogue', 'shipping', 'orders'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'user', 'carts', 'payment', 'catalogue', 'shipping', 'orders'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'user', 'carts', 'payment', 'catalogue', 'shipping', 'orders'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'carts', 'user', 'payment', 'catalogue'}"
5,shipping,orders_carts,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'user', 'carts', 'payment', 'catalogue', 'shipping', 'orders'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'carts', 'user', 'payment', 'catalogue'}"
5,shipping,front-end_orders,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'user', 'carts', 'payment', 'catalogue', 'shipping', 'orders'}"
5,catalogue,orders_payment,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'carts', 'user', 'payment', 'catalogue'}"
5,shipping,orders_payment,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'user', 'carts', 'payment', 'catalogue', 'shipping', 'orders'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'carts', 'user', 'payment', 'catalogue'}"
5,shipping,orders_shipping,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'user', 'carts', 'payment', 'catalogue', 'shipping', 'orders'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'shipping', 'catalogue', 'user', 'orders', 'payment'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'shipping', 'catalogue', 'user', 'orders', 'payment'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'shipping', 'catalogue', 'user', 'orders', 'payment'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'shipping', 'catalogue', 'user', 'orders', 'payment'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.3092240561736277)]","{'user', 'payment', 'carts', 'catalogue'}"
5,shipping,orders_carts,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'shipping', 'catalogue', 'user', 'orders', 'payment'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.3092240561736277)]","{'user', 'payment', 'carts', 'catalogue'}"
5,shipping,front-end_orders,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'shipping', 'catalogue', 'user', 'orders', 'payment'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.3092240561736277)]","{'user', 'payment', 'carts', 'catalogue'}"
5,shipping,orders_payment,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'shipping', 'catalogue', 'user', 'orders', 'payment'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.3092240561736277)]","{'user', 'payment', 'carts', 'catalogue'}"
5,shipping,orders_shipping,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'shipping', 'catalogue', 'user', 'orders', 'payment'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'orders', 'payment', 'shipping', 'carts', 'catalogue', 'user'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'orders', 'payment', 'shipping', 'carts', 'catalogue', 'user'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'orders', 'payment', 'shipping', 'carts', 'catalogue', 'user'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'orders', 'payment', 'shipping', 'carts', 'catalogue', 'user'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'catalogue', 'carts', 'payment', 'user'}"
5,shipping,orders_carts,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'orders', 'payment', 'shipping', 'carts', 'catalogue', 'user'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'catalogue', 'carts', 'payment', 'user'}"
5,shipping,front-end_orders,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'orders', 'payment', 'shipping', 'carts', 'catalogue', 'user'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'catalogue', 'carts', 'payment', 'user'}"
5,shipping,orders_payment,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'orders', 'payment', 'shipping', 'carts', 'catalogue', 'user'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'catalogue', 'carts', 'payment', 'user'}"
5,shipping,orders_shipping,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'orders', 'payment', 'shipping', 'carts', 'catalogue', 'user'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'user', 'carts', 'payment', 'catalogue', 'orders', 'shipping'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'user', 'carts', 'payment', 'catalogue', 'orders', 'shipping'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'user', 'carts', 'payment', 'catalogue', 'orders', 'shipping'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'user', 'carts', 'payment', 'catalogue', 'orders', 'shipping'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,orders_carts,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'user', 'carts', 'payment', 'catalogue', 'orders', 'shipping'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,front-end_orders,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'user', 'carts', 'payment', 'catalogue', 'orders', 'shipping'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
